         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            66310444             41       31.10       38.88        1275.10        1594.08
            24578375             88       31.61       39.51        2781.68        3476.88
            41643909             75       10.21       12.76         765.75         957.00
            69252655             24       31.87       39.83         764.88         955.92
            11039666              5       54.98       68.72         274.90         343.60
            97081297             40       63.45       79.32        2538.00        3172.80
            80310697             62       56.58       70.72        3507.96        4384.64
            96227461             38       56.68       70.85        2153.84        2692.30
            32382210             46       60.47       75.59        2781.62        3477.14
            59201150             89       20.54       25.67        1828.06        2284.63
            40998588             97       18.97       23.71        1840.09        2299.87
            50476802             42       36.54       45.67        1534.68        1918.14
            49931537             63       44.97       56.22        2833.11        3541.86
            93104077             45       36.64       45.80        1648.80        2061.00
            18775510             30       34.11       42.64        1023.30        1279.20
            49904691             57       43.54       54.42        2481.78        3101.94
            48989234             62       72.20       90.25        4476.40        5595.50
            89439983             17       70.76       88.45        1202.92        1503.65
            84940757             61       24.94       31.18        1521.34        1901.98
            10916136             61       53.86       67.33        3285.46        4107.13
            13346382             49       75.73       94.66        3710.77        4638.34
            13622091             14       38.91       48.64         544.74         680.96
            42338254             92       35.08       43.85        3227.36        4034.20
            86369218             43        1.08        1.35          46.44          58.05
            36813526             19       56.07       70.08        1065.33        1331.52
            46297803             56        3.37        4.22         188.72         236.32
            35103254             70       55.39       69.24        3877.30        4846.80
            10668703             16       46.10       57.62         737.60         921.92
            91818562             21        2.94        3.67          61.74          77.07
            52681784             99       37.12       46.40        3674.88        4593.60
            68451116             25       41.24       51.54        1031.00        1288.50
            36896144             19       40.49       50.62         769.31         961.78
            58788206             30        8.79       10.99         263.70         329.70
            66404964             99       74.72       93.40        7397.28        9246.60
            82365444             23       34.92       43.65         803.16        1003.95
            78391262             35       46.63       58.29        1632.05        2040.15
            93867946             34       45.42       56.78        1544.28        1930.52
            27492263             81       24.75       30.94        2004.75        2506.14
            55704123             32       18.37       22.97         587.84         735.04
            66508489             47       77.96       97.45        3664.12        4580.15
            35957913             61       37.26       46.57        2272.86        2840.77
            98932614             97       18.42       23.03        1786.74        2233.91
            91905528             37       57.46       71.83        2126.02        2657.71
            26414058             35       25.87       32.33         905.45        1131.55
            46868544             11       75.60       94.50         831.60        1039.50
            63614620             34       18.18       22.72         618.12         772.48
            17300372             60       37.00       46.25        2220.00        2775.00
            80834857             88       64.39       80.49        5666.32        7083.12
            84872494             98       23.68       29.60        2320.64        2900.80
            34342248             25       76.18       95.22        1904.50        2380.50
            90111109              4       15.25       19.06          61.00          76.24
            76680859             87       10.35       12.94         900.45        1125.78
            59587353             67        3.75        4.69         251.25         314.23
            97935261             27       75.72       94.65        2044.44        2555.55
            69924823             15       34.06       42.58         510.90         638.70
            24235439              8       33.25       41.56         266.00         332.48
            68012926             76       52.71       65.89        4005.96        5007.64
            40638867             62       27.03       33.79        1675.86        2094.98
            23958687             86       15.25       19.07        1311.50        1640.02
            90659842             16       54.00       67.50         864.00        1080.00
            79987747             98       54.57       68.21        5347.86        6684.58
            84533996              2       68.80       86.00         137.60         172.00
            63395695             51       12.50       15.62         637.50         796.62
            70638500              5       57.14       71.42         285.70         357.10
            77116436             80       15.65       19.56        1252.00        1564.80
            86435460             71       67.04       83.80        4759.84        5949.80
            52723862             57       48.50       60.63        2764.50        3455.91
            29243397             45       63.02       78.77        2835.90        3544.65
            88724461             57       40.84       51.05        2327.88        2909.85
            25749222             15        3.95        4.94          59.25          74.10
            42289979             34        8.09       10.11         275.06         343.74
            86060425             45       27.80       34.75        1251.00        1563.75
            34566881             25       75.05       93.81        1876.25        2345.25
            58341728             18       74.08       92.60        1333.44        1666.80
            57905863             26       13.49       16.87         350.74         438.62
            50632059             36        8.00       10.00         288.00         360.00
            55047488             40       37.98       47.47        1519.20        1898.80
            40125469             53       36.57       45.72        1938.21        2423.16
            21207859             33       26.42       33.02         871.86        1089.66
            40566782             82        8.38       10.47         687.16         858.54
            86639333             45       40.88       51.10        1839.60        2299.50
            57447046             34       19.88       24.84         675.92         844.56
            99024157             13       52.74       65.92         685.62         856.96
            91297639             66       51.98       64.97        3430.68        4288.02
            96241626             17       43.77       54.71         744.09         930.07
            11377720             57       12.95       16.19         738.15         922.83
            40853336             42       34.04       42.55        1429.68        1787.10
            36152577             67       28.27       35.34        1894.09        2367.78
            69136206             96       50.84       63.56        4880.64        6101.76
            16769003             18       40.17       50.22         723.06         903.96
            64894431             33        7.31        9.14         241.23         301.62
            52760913             73       66.78       83.48        4874.94        6094.04
            55187967              5       72.63       90.79         363.15         453.95
            89226320             23       45.60       57.00        1048.80        1311.00
            75080119             89       13.87       17.34        1234.43        1543.26
            60114228             73       71.43       89.29        5214.39        6518.17
            50392712             66       29.58       36.98        1952.28        2440.68
            48255809             46       77.77       97.21        3577.42        4471.66
            84043924             72        2.68        3.35         192.96         241.20
            60581734             65       77.79       97.24        5056.35        6320.60
            10317731             57       22.83       28.54        1301.31        1626.78
            75074553              4       51.42       64.27         205.68         257.08
            77213858             27       13.19       16.48         356.13         444.96
            14521153             54       33.62       42.03        1815.48        2269.62
            15371312             81       30.06       37.57        2434.86        3043.17
            37763883             89       45.36       56.70        4037.04        5046.30
            97349534             99       35.90       44.88        3554.10        4443.12
            92003850             25       19.53       24.42         488.25         610.50
            50787414             63       16.51       20.63        1040.13        1299.69
            52175736             37       78.48       98.10        2903.76        3629.70
            12750244             72       11.66       14.58         839.52        1049.76
            93399319             64       21.80       27.25        1395.20        1744.00
            16824447             16       12.00       15.00         192.00         240.00
            31707261             76        8.64       10.80         656.64         820.80
            28804475             61       27.92       34.90        1703.12        2128.90
            59055793             54       19.96       24.95        1077.84        1347.30
            50858025             85       36.87       46.09        3133.95        3917.65
            23096116              3       18.49       23.11          55.47          69.33
            65787874             27       78.06       97.57        2107.62        2634.39
            26424469              6       72.27       90.34         433.62         542.04
            54417240             49       75.64       94.56        3706.36        4633.44
            60252109             36        0.49        0.61          17.64          21.96
            78813899             71       73.29       91.61        5203.59        6504.31
            53739265             30       71.65       89.56        2149.50        2686.80
            31124859             34       26.69       33.37         907.46        1134.58
            36429067             16       36.27       45.34         580.32         725.44
            58156467             61       12.58       15.72         767.38         958.92
            29729329             40       10.81       13.51         432.40         540.40
            80356782             16       57.56       71.95         920.96        1151.20
            64834541             16       56.80       71.00         908.80        1136.00
            47347585             97       60.56       75.70        5874.32        7342.90
            97960558             71        0.56        0.70          39.76          49.70
            51280711             76       51.22       64.03        3892.72        4866.28
            32135571              5       65.25       81.57         326.25         407.85
            88280727             88       26.91       33.64        2368.08        2960.32
            36192402              5       11.55       14.43          57.75          72.15
            28422690             64       40.72       50.90        2606.08        3257.60
            95001888              7       43.28       54.10         302.96         378.70
            57160474              8       64.40       80.50         515.20         644.00
            89207822             77        1.69        2.11         130.13         162.47
            70998942             95       43.20       54.00        4104.00        5130.00
            32590566              5       27.21       34.01         136.05         170.05
            53082154             60       49.80       62.25        2988.00        3735.00
            78819530             25       17.45       21.81         436.25         545.25
            63790097             73       50.88       63.61        3714.24        4643.53
            86640772             47       29.97       37.47        1408.59        1761.09
            57646684             36       73.93       92.41        2661.48        3326.76
            58459634             12       40.49       50.61         485.88         607.32
            99865616             64       41.44       51.80        2652.16        3315.20
            26704874              6       37.82       47.28         226.92         283.68
            55114474             57       59.35       74.19        3382.95        4228.83
            42627093             34       77.89       97.36        2648.26        3310.24
            62096380             39       24.02       30.03         936.78        1171.17
            97614116              2       32.48       40.60          64.96          81.20
            48768911             65       44.42       55.53        2887.30        3609.45
            62231206             36       35.82       44.78        1289.52        1612.08
            57299470             40       42.81       53.51        1712.40        2140.40
            91040913             43       16.99       21.24         730.57         913.32
            93757236             57       39.92       49.90        2275.44        2844.30
            41801019              1       52.63       65.79          52.63          65.79
            86911273             32       13.65       17.06         436.80         545.92
            33016312             73       61.40       76.75        4482.20        5602.75
            17099756             25       60.34       75.43        1508.50        1885.75
            43982567             52       55.54       69.43        2888.08        3610.36
            36830645             55       19.28       24.10        1060.40        1325.50
            55554788             53       18.13       22.66         960.89        1200.98
            24645399             34        7.56        9.46         257.04         321.64
            36167160             24       33.61       42.01         806.64        1008.24
            34200490             50        7.95        9.94         397.50         497.00
            93708708             80       10.21       12.76         816.80        1020.80
            71572577              6        7.75        9.69          46.50          58.14
            92502576             79       27.74       34.68        2191.46        2739.72
            68071807             87       29.95       37.44        2605.65        3257.28
            33460319              8        8.59       10.74          68.72          85.92
            65902075             66       57.04       71.30        3764.64        4705.80
            38712271             91       67.13       83.91        6108.83        7635.81
            30414096             96       78.33       97.91        7519.68        9399.36
            35344705              1       58.48       73.10          58.48          73.10
            96492300             39       33.66       42.08        1312.74        1641.12
            69416577             24       15.30       19.13         367.20         459.12
            94619169             59       57.88       72.35        3414.92        4268.65
            70209274             45       22.45       28.07        1010.25        1263.15
            81730537             88       52.93       66.17        4657.84        5822.96
            86147277              5       14.14       17.67          70.70          88.35
            48701016             47       21.96       27.45        1032.12        1290.15
            51119457             19       46.11       57.63         876.09        1094.97
            51695501             71       17.98       22.47        1276.58        1595.37
            19680078             89       75.88       94.85        6753.32        8441.65
            70227732             98        6.26        7.82         613.48         766.36
            80909488             31       38.41       48.01        1190.71        1488.31
            21150752             20       44.91       56.14         898.20        1122.80
            84226613             88       60.69       75.86        5340.72        6675.68
            68234570             32       64.08       80.10        2050.56        2563.20
            17637232             78       40.55       50.69        3162.90        3953.82
            68359978             82       31.14       38.92        2553.48        3191.44
            83514042              9       72.75       90.94         654.75         818.46
            32961668             67       34.93       43.67        2340.31        2925.89
            89665730              6       23.93       29.92         143.58         179.52
            82696126              4       52.83       66.04         211.32         264.16
            60283436             58       38.51       48.14        2233.58        2792.12
            31687260             39       60.41       75.51        2355.99        2944.89
            36116965             31        5.37        6.72         166.47         208.32
            17722732             59       50.92       63.65        3004.28        3755.35
            39137479             92       58.86       73.58        5415.12        6769.36
            13603575             51       21.22       26.53        1082.22        1353.03
            90001608             73       61.54       76.93        4492.42        5615.89
            14755302             47       76.05       95.06        3574.35        4467.82
            48205081             35       31.57       39.46        1104.95        1381.10
            54754040             66       25.07       31.34        1654.62        2068.44
            72439543             88       59.37       74.21        5224.56        6530.48
            40132184             43       57.58       71.98        2475.94        3095.14
            71827960             13       57.65       72.06         749.45         936.78
            16033649             25       64.82       81.03        1620.50        2025.75
            11845372             57       48.64       60.80        2772.48        3465.60
            80094613             27       59.29       74.11        1600.83        2000.97
            74853971             57       20.62       25.78        1175.34        1469.46
            88589328             74       39.61       49.51        2931.14        3663.74
            73953562             34        9.72       12.15         330.48         413.10
            64445011             41       42.13       52.67        1727.33        2159.47
            68706723             67       46.55       58.18        3118.85        3898.06
            91462813             87       54.54       68.17        4744.98        5930.79
            95738890             24       55.09       68.86        1322.16        1652.64
            95455285             61       56.35       70.44        3437.35        4296.84
            15502197             63       71.26       89.08        4489.38        5612.04
            57438450             49       68.02       85.02        3332.98        4165.98
            28389935             67       64.80       81.00        4341.60        5427.00
            71775239             96       16.04       20.05        1539.84        1924.80
            55847633             97       25.33       31.66        2457.01        3071.02
            18083155             74       23.93       29.91        1770.82        2213.34
            71715085              4       70.92       88.65         283.68         354.60
            37784977             53       59.43       74.29        3149.79        3937.37
            55571289             11        2.20        2.74          24.20          30.14
            89242115             30       12.29       15.37         368.70         461.10
            73637425             60       69.68       87.10        4180.80        5226.00
            15203669             89       24.19       30.24        2152.91        2691.36
            84393430             93       76.42       95.52        7107.06        8883.36
            10648999             35       40.21       50.26        1407.35        1759.10
            20117580             82       25.68       32.10        2105.76        2632.20
            93472591             58        7.82        9.77         453.56         566.66
            77047214             61       46.40       58.00        2830.40        3538.00
            78252784             36       23.12       28.90         832.32        1040.40
            95729951             89       78.59       98.24        6994.51        8743.36
            48517629             79       19.89       24.86        1571.31        1963.94
            84975928             15       62.52       78.15         937.80        1172.25
            11251195             64       61.68       77.10        3947.52        4934.40
            22741703             75       60.25       75.32        4518.75        5649.00
            22413969             76       33.98       42.48        2582.48        3228.48
            11836064             29       57.00       71.24        1653.00        2065.96
            65289819             95       34.62       43.28        3288.90        4111.60
            86787532             30        8.52       10.65         255.60         319.50
            94183774             66       26.48       33.10        1747.68        2184.60
            70710549             65       50.60       63.25        3289.00        4111.25
            58596085             43       10.24       12.79         440.32         549.97
            85179069             83       36.44       45.54        3024.52        3779.82
            99245208             53       46.72       58.40        2476.16        3095.20
            47080964             39       49.90       62.37        1946.10        2432.43
            40778438             78       40.94       51.17        3193.32        3991.26
            11156954             60       15.89       19.86         953.40        1191.60
            64668554             92       45.86       57.33        4219.12        5274.36
            36733804             23       32.99       41.24         758.77         948.52
            14776567             48       49.47       61.84        2374.56        2968.32
            74992897             49       21.13       26.41        1035.37        1294.09
            52612009             67       52.38       65.47        3509.46        4386.49
            79995082             17       63.79       79.73        1084.43        1355.41
            51177699             92        5.08        6.36         467.36         585.12
            57555911             33       71.88       89.85        2372.04        2965.05
            32778972             44       71.58       89.47        3149.52        3936.68
            73299886             47       58.33       72.92        2741.51        3427.24
            44931306             13       13.82       17.27         179.66         224.51
            72839939              5       59.03       73.78         295.15         368.90
            19163257              7       13.37       16.71          93.59         116.97
            92599926             79       54.95       68.68        4341.05        5425.72
            90276583             70       57.78       72.23        4044.60        5056.10
            74442269             66       56.92       71.16        3756.72        4696.56
            62859904             69       14.84       18.55        1023.96        1279.95
            31761297             14       16.19       20.24         226.66         283.36
            94520238             71        2.72        3.40         193.12         241.40
            40381502              9       59.96       74.95         539.64         674.55
            92025062             62       43.20       54.01        2678.40        3348.62
            68154904             23       62.89       78.62        1446.47        1808.26
            84002267             68       59.77       74.71        4064.36        5080.28
            54910207             53       12.10       15.12         641.30         801.36
            96317762             18       20.13       25.16         362.34         452.88
            12334765             32       18.55       23.18         593.60         741.76
            44258056             74        8.20       10.25         606.80         758.50
            76564438             87       10.63       13.29         924.81        1156.23
            98682209             78       37.62       47.03        2934.36        3668.34
            89724229             36       50.12       62.65        1804.32        2255.40
            30117674             71       23.49       29.37        1667.79        2085.27
            38248861             19       59.37       74.22        1128.03        1410.18
            52335846             84       63.89       79.86        5366.76        6708.24
            64498416             21       55.88       69.85        1173.48        1466.85
            80756703             48       53.59       66.99        2572.32        3215.52
            67884073              3       64.32       80.41         192.96         241.23
            80242500             75        0.31        0.39          23.25          29.25
            21992979             53       79.12       98.90        4193.36        5241.70
            91060716             55       75.14       93.93        4132.70        5166.15
            51994034             75        1.55        1.94         116.25         145.50
            92148184             27       64.45       80.56        1740.15        2175.12
            33477637             99       42.62       53.28        4219.38        5274.72
            97897422             24       44.10       55.12        1058.40        1322.88
            23517364             91       16.13       20.17        1467.83        1835.47
            81054502             91       36.10       45.13        3285.10        4106.83
            65768877             69       55.32       69.15        3817.08        4771.35
            30620023             39       78.24       97.81        3051.36        3814.59
            70250972             60       68.13       85.16        4087.80        5109.60
            59467125              5        6.32        7.90          31.60          39.50
            74367326             54       19.19       23.99        1036.26        1295.46
            63186172             90       52.49       65.61        4724.10        5904.90
            44348289             47       47.78       59.72        2245.66        2806.84
            89652851             45       72.19       90.24        3248.55        4060.80
            12285582             86        7.31        9.14         628.66         786.04
            78198932             13       52.47       65.59         682.11         852.67
            75195305             66       16.61       20.76        1096.26        1370.16
            21463109             45       15.11       18.88         679.95         849.60
            52703849             63       41.38       51.73        2606.94        3258.99
            92643668             70       52.75       65.94        3692.50        4615.80
            95279501             75       54.47       68.09        4085.25        5106.75
            47119925              9       64.86       81.08         583.74         729.72
            76910099             21       16.67       20.83         350.07         437.43
            87400159             84        6.94        8.68         582.96         729.12
            19805185             36       21.29       26.62         766.44         958.32
            43430577             73       44.06       55.08        3216.38        4020.84
            67054806             70       29.16       36.45        2041.20        2551.50
            64196927             13       65.59       81.99         852.67        1065.87
            61033630             46       54.13       67.66        2489.98        3112.36
            10307220             40       32.68       40.85        1307.20        1634.00
            15114362             52       45.82       57.28        2382.64        2978.56
            84404700             73        4.07        5.09         297.11         371.57
            86703631             89       47.50       59.38        4227.50        5284.82
            28228993             92        5.88        7.35         540.96         676.20
            40096639             21       19.73       24.67         414.33         518.07
            34066892             54       61.85       77.31        3339.90        4174.74
            78977596             63       49.09       61.37        3092.67        3866.31
            15653437             96       11.60       14.50        1113.60        1392.00
            93449319             85       70.49       88.12        5991.65        7490.20
            33057086              9       14.31       17.88         128.79         160.92
            25759074             67       70.39       87.99        4716.13        5895.33
            95848961             25        4.13        5.16         103.25         129.00
            45395943             24       48.36       60.44        1160.64        1450.56
            29534485             14       50.89       63.61         712.46         890.54
            75881246             98       52.61       65.76        5155.78        6444.48
            55551425             64       48.76       60.95        3120.64        3900.80
            68004013             88       79.18       98.97        6967.84        8709.36
            78048117             92       38.74       48.42        3564.08        4454.64
            86833399             72       43.27       54.09        3115.44        3894.48
            35405479             21       36.09       45.11         757.89         947.31
            79628790              7       56.52       70.65         395.64         494.55
            32838078             21       56.06       70.08        1177.26        1471.68
            13265996             19        1.02        1.28          19.38          24.32
            97828835              4       52.09       65.11         208.36         260.44
            14653762             75       48.91       61.14        3668.25        4585.50
            69964705             34       58.45       73.06        1987.30        2484.04
            38198077             15       27.38       34.23         410.70         513.45
            90351667             84       61.54       76.92        5169.36        6461.28
            40447201             86       79.46       99.32        6833.56        8541.52
            83159149              4        6.74        8.42          26.96          33.68
            64082078             90       15.05       18.81        1354.50        1692.90
            79468789             81       30.85       38.57        2498.85        3124.17
            55177279             51        5.94        7.43         302.94         378.93
            75697978             49       29.47       36.84        1444.03        1805.16
            16720513             87       73.24       91.55        6371.88        7964.85
            57309409              4       26.29       32.86         105.16         131.44
            51865723              6       10.20       12.74          61.20          76.44
            29815485             55       52.45       65.57        2884.75        3606.35
            23659591             16        9.72       12.15         155.52         194.40
            15334209             94        5.39        6.74         506.66         633.56
            84529109             34       13.01       16.27         442.34         553.18
            25937420             35       19.86       24.83         695.10         869.05
            89706327             80       28.40       35.50        2272.00        2840.00
            99032998              1       12.62       15.78          12.62          15.78
            58772878             50       36.17       45.21        1808.50        2260.50
            64065491             17       68.08       85.09        1157.36        1446.53
            30614800             29       25.54       31.93         740.66         925.97
            62666635             96       47.87       59.83        4595.52        5743.68
            36132680              4       24.04       30.05          96.16         120.20
            81736779             91       47.87       59.83        4356.17        5444.53
            81846152             75       73.32       91.65        5499.00        6873.75
            98630060             46       56.00       69.99        2576.00        3219.54
            94987647              5       71.25       89.06         356.25         445.30
            94115761             25        1.44        1.80          36.00          45.00
            64048582              9       42.44       53.05         381.96         477.45
            76107286             23       77.41       96.76        1780.43        2225.48
            24332442             83        0.53        0.67          43.99          55.61
            37489373             42       24.65       30.82        1035.30        1294.44
            84321102              8        1.91        2.38          15.28          19.04
            20851077             86       10.43       13.04         896.98        1121.44
            80730287             71        1.00        1.25          71.00          88.75
            49441526             25       51.35       64.19        1283.75        1604.75
            94910292             58       79.42       99.27        4606.36        5757.66
            16990622             28       43.83       54.79        1227.24        1534.12
            59994965              3       54.34       67.92         163.02         203.76
            17586665             89       26.61       33.26        2368.29        2960.14
            13154490             64       18.46       23.07        1181.44        1476.48
            43915440             33       51.94       64.93        1714.02        2142.69
            76644836             29       54.87       68.59        1591.23        1989.11
            83308553             30       36.71       45.89        1101.30        1376.70
            55156893             49        5.14        6.42         251.86         314.58
            56838018             14       42.18       52.73         590.52         738.22
            43466067             77       60.55       75.69        4662.35        5828.13
            45658410             15       46.96       58.71         704.40         880.65
            16285661              4       78.52       98.15         314.08         392.60
            97318656             25       17.66       22.07         441.50         551.75
            47652020             18       27.86       34.82         501.48         626.76
            55544187             61       76.81       96.02        4685.41        5857.22
            17211894             38       29.17       36.46        1108.46        1385.48
            60483185             45       76.90       96.12        3460.50        4325.40
            55524356             66       19.09       23.86        1259.94        1574.76
            82646259             57       56.31       70.39        3209.67        4012.23
            94170100             44        0.68        0.85          29.92          37.40
            29748187             92       43.56       54.45        4007.52        5009.40
            72366396             68       38.47       48.08        2615.96        3269.44
            89168241             22       78.40       98.00        1724.80        2156.00
            90749067             68       60.18       75.22        4092.24        5114.96
            16156385             75        1.69        2.11         126.75         158.25
            50427073             43       35.64       44.55        1532.52        1915.65
            74244410             28       25.49       31.86         713.72         892.08
            48057687             74       34.05       42.56        2519.70        3149.44
            51930731             88       70.53       88.17        6206.64        7758.96
            82744748             81        6.53        8.16         528.93         660.96
            93191964             16        9.94       12.43         159.04         198.88
            21246391             11       41.39       51.74         455.29         569.14
            91155563             36       57.77       72.21        2079.72        2599.56
            68383154             47       35.45       44.31        1666.15        2082.57
            13640657             75       77.61       97.01        5820.75        7275.75
            62429401             82       66.35       82.94        5440.70        6801.08
            73562417              2       45.62       57.03          91.24         114.06
            83210736              1       59.42       74.28          59.42          74.28
            55952876             27       37.40       46.75        1009.80        1262.25
            25245423             82        2.82        3.53         231.24         289.46
            30248536             99       52.17       65.21        5164.83        6455.79
            42707731             46       11.10       13.88         510.60         638.48
            71884022             46       40.54       50.67        1864.84        2330.82
            71834665             10       21.91       27.39         219.10         273.90
            42972701             66       19.22       24.03        1268.52        1585.98
            15326205              4       66.35       82.94         265.40         331.76
            21257979             46        1.33        1.66          61.18          76.36
            54947118             29       14.91       18.63         432.39         540.27
            11351050             63       57.30       71.63        3609.90        4512.69
            31632106             11       73.02       91.28         803.22        1004.08
            94507175             25       50.10       62.63        1252.50        1565.75
            69750141             23       40.31       50.38         927.13        1158.74
            89253141             95       50.61       63.26        4807.95        6009.70
            72975793             24       44.39       55.49        1065.36        1331.76
            25133932             93       14.78       18.47        1374.54        1717.71
            81622027             39       39.87       49.84        1554.93        1943.76
            27200454             85       40.11       50.14        3409.35        4261.90
            25568219             53       16.89       21.12         895.17        1119.36
            96408933             12       49.29       61.61         591.48         739.32
            58352884             50       11.15       13.94         557.50         697.00
            60776964             45       48.70       60.88        2191.50        2739.60
            88628203             19       48.45       60.57         920.55        1150.83
            89285426             69       52.84       66.05        3645.96        4557.45
            92335720             12        2.03        2.53          24.36          30.36
            16773384             53       26.92       33.65        1426.76        1783.45
            89055872             10       44.02       55.02         440.20         550.20
            40452377             57        2.20        2.76         125.40         157.32
            77769265             45       61.39       76.74        2762.55        3453.30
            65369707             88       60.89       76.11        5358.32        6697.68
            26343094             15       23.61       29.51         354.15         442.65
            64939158             34       31.82       39.78        1081.88        1352.52
            25826611             89       42.64       53.30        3794.96        4743.70
            22285761             85       34.12       42.65        2900.20        3625.25
            58796716             79        9.87       12.33         779.73         974.07
            25623196             78       78.42       98.03        6116.76        7646.34
            36899424             19       17.62       22.03         334.78         418.57
            72935966             78        7.79        9.74         607.62         759.72
            32390740              2        4.93        6.16           9.86          12.32
            22530686             99       79.35       99.18        7855.65        9818.82
            60736636             40       75.32       94.16        3012.80        3766.40
            54162072             67       29.66       37.08        1987.22        2484.36
            85812145             37       36.46       45.58        1349.02        1686.46
            61547038             14        9.11       11.39         127.54         159.46
            63197741             45       24.25       30.32        1091.25        1364.40
            51138223             86       38.80       48.50        3336.80        4171.00
            76970738             99       75.79       94.74        7503.21        9379.26
            65986289             68       36.21       45.27        2462.28        3078.36
            12060223             23       25.89       32.36         595.47         744.28
            30369380              5       38.71       48.39         193.55         241.95
            47085297             62       78.17       97.71        4846.54        6058.02
            87369317             12       30.89       38.61         370.68         463.32
            57265253             26        2.62        3.27          68.12          85.02
            27023964             64       27.74       34.67        1775.36        2218.88
            58059676              6       74.92       93.65         449.52         561.90
            69398631             53       78.58       98.23        4164.74        5206.19
            72070717             38       74.30       92.87        2823.40        3529.06
            82440784             77       78.40       98.00        6036.80        7546.00
            81390238             29       49.30       61.63        1429.70        1787.27
            34656643             64       19.98       24.98        1278.72        1598.72
            82924698             74       18.43       23.04        1363.82        1704.96
            57066428             54       61.67       77.09        3330.18        4162.86
            97562024             77       25.75       32.18        1982.75        2477.86
            18007208             75       45.20       56.50        3390.00        4237.50
            74098370             91       58.82       73.53        5352.62        6691.23
            54947313             79       78.77       98.47        6222.83        7779.13
            96514884             95       14.66       18.32        1392.70        1740.40
            27376288             98       18.78       23.48        1840.44        2301.04
            18682245             30       66.37       82.96        1991.10        2488.80
            22869692              1       59.60       74.49          59.60          74.49
            40076730             84       55.85       69.82        4691.40        5864.88
